"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnEggSize","absLatitude"
"Merluccius merluccius","pelagic",NA,601.402,"TL",1.1489153,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39926359612256,0.138818279874419,43.448055
"Merluccius merluccius","pelagic",NA,600.927,"TL",1.1534369,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,0.142746094057813,43.448055
"Merluccius merluccius","pelagic",NA,571.018,"TL",1.2212095,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34742073280188,0.199841761081868,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.1880447,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.172308846495229,43.448055
"Merluccius merluccius","pelagic",NA,586.21,"TL",1.1632031,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.37367808715551,0.151177492855465,43.448055
"Merluccius merluccius","pelagic",NA,581.461,"TL",1.1722378,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36554390178179,0.158914571597083,43.448055
"Merluccius merluccius","pelagic",NA,580.987,"TL",1.1511312,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.14074511108029,43.448055
"Merluccius merluccius","pelagic",NA,580.987,"TL",1.1368096,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.12822574252231,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.1269893,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.119549740780093,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.1345271,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.126215912127432,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.1496025,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.139416230449764,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.1661854,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.15373808043412,43.448055
"Merluccius merluccius","pelagic",NA,566.745,"TL",1.1699437,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.3399094671167,0.156955627993757,43.448055
"Merluccius merluccius","pelagic",NA,561.048,"TL",1.1759612,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32980646335985,0.162085855734869,43.448055
"Merluccius merluccius","pelagic",NA,600.927,"TL",1.0599696,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,0.0582402284674354,43.448055
"Merluccius merluccius","pelagic",NA,601.402,"TL",1.0788148,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39926359612256,0.0758630311363121,43.448055
"Merluccius merluccius","pelagic",NA,595.705,"TL",1.0848323,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38974557808607,0.0814254128344716,43.448055
"Merluccius merluccius","pelagic",NA,595.23,"TL",1.0772936,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38894788547449,0.0744519701224927,43.448055
"Merluccius merluccius","pelagic",NA,590.957,"TL",1.0629624,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38174325672188,0.0610597271443813,43.448055
"Merluccius merluccius","pelagic",NA,599.028,"TL",1.0207692,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39530834159725,0.0205564607393988,43.448055
"Merluccius merluccius","pelagic",NA,596.179,"TL",1.0320695,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39054095754412,0.0315660097530412,43.448055
"Merluccius merluccius","pelagic",NA,590.957,"TL",1.015475,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38174325672188,0.01535648332069,43.448055
"Merluccius merluccius","pelagic",NA,600.927,"TL",0.9567032,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,-0.0442620714724188,43.448055
"Merluccius merluccius","pelagic",NA,600.927,"TL",0.9845927,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,-0.0155272258638685,43.448055
"Merluccius merluccius","pelagic",NA,581.461,"TL",1.0523885,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36554390178179,0.0510623427202672,43.448055
"Merluccius merluccius","pelagic",NA,576.24,"TL",1.0659447,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35652424058111,0.0638614482254297,43.448055
"Merluccius merluccius","pelagic",NA,581.937,"TL",1.0621886,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36636219444958,0.0603314965064674,43.448055
"Merluccius merluccius","pelagic",NA,575.765,"TL",1.0742351,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.3556995913358,0.0716088734348167,43.448055
"Merluccius merluccius","pelagic",NA,571.967,"TL",1.0538749,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34908129740784,0.0524737523727846,43.448055
"Merluccius merluccius","pelagic",NA,571.492,"TL",1.0433211,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.0424089905755944,43.448055
"Merluccius merluccius","pelagic",NA,577.189,"TL",1.0320272,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35816976919906,0.0315250233011894,43.448055
"Merluccius merluccius","pelagic",NA,580.987,"TL",1.0252518,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.0249382409578393,43.448055
"Merluccius merluccius","pelagic",NA,576.715,"TL",1.0908202,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35734821034033,0.0869298903363493,43.448055
"Merluccius merluccius","pelagic",NA,571.018,"TL",1.0930688,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34742073280188,0.088989153233512,43.448055
"Merluccius merluccius","pelagic",NA,560.573,"TL",1.1292264,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32895947488799,0.121532796507538,43.448055
"Merluccius merluccius","pelagic",NA,561.522,"TL",1.1405351,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.131497538244184,43.448055
"Merluccius merluccius","pelagic",NA,551.553,"TL",1.1442817,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.134777103903945,43.448055
"Merluccius merluccius","pelagic",NA,551.553,"TL",1.136744,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.128168035503643,43.448055
"Merluccius merluccius","pelagic",NA,551.078,"TL",1.1194062,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31187635993268,0.11279836614122,43.448055
"Merluccius merluccius","pelagic",NA,561.522,"TL",1.108123,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.102667592994171,43.448055
"Merluccius merluccius","pelagic",NA,562.472,"TL",1.092296,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33234135506184,0.0882819028630355,43.448055
"Merluccius merluccius","pelagic",NA,561.522,"TL",1.0742034,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.0715793636303682,43.448055
"Merluccius merluccius","pelagic",NA,552.027,"TL",1.0854888,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31359695812437,0.0820303924570937,43.448055
"Merluccius merluccius","pelagic",NA,551.553,"TL",1.0734274,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.0708567067996213,43.448055
"Merluccius merluccius","pelagic",NA,555.825,"TL",1.1013264,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32045349650553,0.0965152715712901,43.448055
"Merluccius merluccius","pelagic",NA,547.28,"TL",1.1020611,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30496055445274,0.0971821538398232,43.448055
"Merluccius merluccius","pelagic",NA,541.108,"TL",1.1050625,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29361888923723,0.0999018944561711,43.448055
"Merluccius merluccius","pelagic",NA,542.058,"TL",1.0914968,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29537300678448,0.0875499652582594,43.448055
"Merluccius merluccius","pelagic",NA,545.381,"TL",1.0605996,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30148463298766,0.0588344085758092,43.448055
"Merluccius merluccius","pelagic",NA,561.048,"TL",1.0387752,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32980646335985,0.0380423268210513,43.448055
"Merluccius merluccius","pelagic",NA,556.3,"TL",1.0530863,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32130771708125,0.0517251861088927,43.448055
"Merluccius merluccius","pelagic",NA,552.027,"TL",1.0462928,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31359695812437,0.0452532499896174,43.448055
"Merluccius merluccius","pelagic",NA,545.856,"TL",1.0281886,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30235520469664,0.0277986132407083,43.448055
"Merluccius merluccius","pelagic",NA,535.886,"TL",1.0311815,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28392145188264,0.0307052322181417,43.448055
"Merluccius merluccius","pelagic",NA,526.865,"TL",1.0341764,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26694434874207,0.033605361148931,43.448055
"Merluccius merluccius","pelagic",NA,531.613,"TL",1.05077,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27591578101713,0.049523228745261,43.448055
"Merluccius merluccius","pelagic",NA,525.916,"TL",1.0650789,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26514150416748,0.0630488809243092,43.448055
"Merluccius merluccius","pelagic",NA,527.814,"TL",1.0741284,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26874394891638,0.0715095420133996,43.448055
"Merluccius merluccius","pelagic",NA,532.088,"TL",1.0809218,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27680888919617,0.0778141956148446,43.448055
"Merluccius merluccius","pelagic",NA,531.613,"TL",1.0952423,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27591578101713,0.090975617328792,43.448055
"Merluccius merluccius","pelagic",NA,531.138,"TL",1.105794,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27502187448281,0.100563628971001,43.448055
"Merluccius merluccius","pelagic",NA,530.663,"TL",1.1140844,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27412716816461,0.108032901651378,43.448055
"Merluccius merluccius","pelagic",NA,521.168,"TL",1.0974804,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25607244658916,0.093017007037788,43.448055
"Merluccius merluccius","pelagic",NA,535.411,"TL",1.1246478,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28303467626182,0.117469919974118,43.448055
"Merluccius merluccius","pelagic",NA,541.583,"TL",1.123154,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29449633262685,0.1161407990348,43.448055
"Merluccius merluccius","pelagic",NA,541.583,"TL",1.1321992,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29449633262685,0.124161936031231,43.448055
"Merluccius merluccius","pelagic",NA,535.886,"TL",1.1465081,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28392145188264,0.13672088827124,43.448055
"Merluccius merluccius","pelagic",NA,542.532,"TL",1.1540606,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29624706985011,0.143286679705415,43.448055
"Merluccius merluccius","pelagic",NA,536.36,"TL",1.1608308,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28480557741144,0.14913595566106,43.448055
"Merluccius merluccius","pelagic",NA,531.138,"TL",1.1691106,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27502187448281,0.156243288793057,43.448055
"Merluccius merluccius","pelagic",NA,521.643,"TL",1.1653206,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25698344586487,0.152996242292026,43.448055
"Merluccius merluccius","pelagic",NA,514.047,"TL",1.16455,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24231470096353,0.152334746303279,43.448055
"Merluccius merluccius","pelagic",NA,505.976,"TL",1.1705621,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22648923733255,0.157484060791822,43.448055
"Merluccius merluccius","pelagic",NA,505.501,"TL",1.1577469,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22555001669794,0.146475788767711,43.448055
"Merluccius merluccius","pelagic",NA,491.259,"TL",1.1479163,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.19697148362634,0.137948385831689,43.448055
"Merluccius merluccius","pelagic",NA,511.198,"TL",1.1351466,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.2367569906926,0.126761805588139,43.448055
"Merluccius merluccius","pelagic",NA,526.391,"TL",1.1412106,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26604428260051,0.132089628782349,43.448055
"Merluccius merluccius","pelagic",NA,524.966,"TL",1.1314083,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26333349858972,0.123463139943849,43.448055
"Merluccius merluccius","pelagic",NA,522.118,"TL",1.118588,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25789361597621,0.112067175652475,43.448055
"Merluccius merluccius","pelagic",NA,505.976,"TL",1.1019691,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22648923733255,0.0970986704101919,43.448055
"Merluccius merluccius","pelagic",NA,511.673,"TL",1.1140422,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23768574912675,0.107995022295685,43.448055
