"Species","spawningMode","FemaleMass_g","FemaleSize_mm","Fecundity_nOfEggs_per_female","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnEggSize","lnFecundity","absLatitude"
"Merluccius merluccius","pelagic",NA,611.372,159026,"TL",1.1413998,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.41570561187549,0.132255403897046,11.9768229898467,43.448055
"Merluccius merluccius","pelagic",NA,605.675,442693,"TL",1.1421409,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.40634353857672,0.132904483658154,13.0006318065329,43.448055
"Merluccius merluccius","pelagic",NA,601.402,179656,"TL",1.1489153,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39926359612256,0.138818279874419,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,600.927,179656,"TL",1.1534369,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,0.142746094057813,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,571.018,91977,"TL",1.2212095,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34742073280188,0.199841761081868,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.1880447,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.172308846495229,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,586.21,182235,"TL",1.1632031,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.37367808715551,0.151177492855465,12.113052341957,43.448055
"Merluccius merluccius","pelagic",NA,581.461,159885,"TL",1.1722378,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36554390178179,0.158914571597083,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,580.987,159885,"TL",1.1511312,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.14074511108029,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,580.987,159885,"TL",1.1368096,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.12822574252231,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.1269893,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.119549740780093,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.1345271,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.126215912127432,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.1496025,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.139416230449764,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.1661854,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.15373808043412,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,566.745,158166,"TL",1.1699437,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.3399094671167,0.156955627993757,11.971400393392,43.448055
"Merluccius merluccius","pelagic",NA,561.048,172779,"TL",1.1759612,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32980646335985,0.162085855734869,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,600.927,179656,"TL",1.0599696,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,0.0582402284674354,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,601.402,179656,"TL",1.0788148,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39926359612256,0.0758630311363121,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,595.705,241547,"TL",1.0848323,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38974557808607,0.0814254128344716,12.3948193501166,43.448055
"Merluccius merluccius","pelagic",NA,595.23,182235,"TL",1.0772936,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38894788547449,0.0744519701224927,12.113052341957,43.448055
"Merluccius merluccius","pelagic",NA,590.957,125501,"TL",1.0629624,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38174325672188,0.0610597271443813,11.7400690056497,43.448055
"Merluccius merluccius","pelagic",NA,599.028,257020,"TL",1.0207692,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39530834159725,0.0205564607393988,12.4569091818611,43.448055
"Merluccius merluccius","pelagic",NA,596.179,219198,"TL",1.0320695,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39054095754412,0.0315660097530412,12.2977307099268,43.448055
"Merluccius merluccius","pelagic",NA,590.957,125501,"TL",1.015475,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.38174325672188,0.01535648332069,11.7400690056497,43.448055
"Merluccius merluccius","pelagic",NA,600.927,179656,"TL",0.9567032,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,-0.0442620714724188,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,600.927,179656,"TL",0.9845927,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.39847346293154,-0.0155272258638685,12.0987991902584,43.448055
"Merluccius merluccius","pelagic",NA,581.461,159885,"TL",1.0523885,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36554390178179,0.0510623427202672,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,576.24,110888,"TL",1.0659447,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35652424058111,0.0638614482254297,11.6162759618932,43.448055
"Merluccius merluccius","pelagic",NA,581.937,159885,"TL",1.0621886,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36636219444958,0.0603314965064674,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,575.765,110888,"TL",1.0742351,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.3556995913358,0.0716088734348167,11.6162759618932,43.448055
"Merluccius merluccius","pelagic",NA,571.967,91977,"TL",1.0538749,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34908129740784,0.0524737523727846,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,571.492,91977,"TL",1.0433211,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34825048488667,0.0424089905755944,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,577.189,110888,"TL",1.0320272,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35816976919906,0.0315250233011894,11.6162759618932,43.448055
"Merluccius merluccius","pelagic",NA,580.987,159885,"TL",1.0252518,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,0.0249382409578393,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,576.715,110888,"TL",1.0908202,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35734821034033,0.0869298903363493,11.6162759618932,43.448055
"Merluccius merluccius","pelagic",NA,571.018,91977,"TL",1.0930688,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34742073280188,0.088989153233512,11.429293824776,43.448055
"Merluccius merluccius","pelagic",NA,560.573,68768,"TL",1.1292264,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32895947488799,0.121532796507538,11.1384937994422,43.448055
"Merluccius merluccius","pelagic",NA,561.522,172779,"TL",1.1405351,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.131497538244184,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,551.553,115186,"TL",1.1442817,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.134777103903945,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,551.553,115186,"TL",1.136744,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.128168035503643,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,551.078,115186,"TL",1.1194062,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31187635993268,0.11279836614122,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,561.522,172779,"TL",1.108123,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.102667592994171,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,562.472,172779,"TL",1.092296,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33234135506184,0.0882819028630355,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,561.522,172779,"TL",1.0742034,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.33065095417676,0.0715793636303682,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,552.027,115186,"TL",1.0854888,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31359695812437,0.0820303924570937,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,551.553,115186,"TL",1.0734274,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31273793561735,0.0708567067996213,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,555.825,80802,"TL",1.1013264,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32045349650553,0.0965152715712901,11.2997569966781,43.448055
"Merluccius merluccius","pelagic",NA,547.28,117765,"TL",1.1020611,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30496055445274,0.0971821538398232,11.6764463923005,43.448055
"Merluccius merluccius","pelagic",NA,541.108,256160,"TL",1.1050625,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29361888923723,0.0999018944561711,12.4535575282305,43.448055
"Merluccius merluccius","pelagic",NA,542.058,301719,"TL",1.0914968,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29537300678448,0.0875499652582594,12.6172513996309,43.448055
"Merluccius merluccius","pelagic",NA,545.381,137536,"TL",1.0605996,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30148463298766,0.0588344085758092,11.8316409800022,43.448055
"Merluccius merluccius","pelagic",NA,561.048,172779,"TL",1.0387752,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32980646335985,0.0380423268210513,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,556.3,80802,"TL",1.0530863,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32130771708125,0.0517251861088927,11.2997569966781,43.448055
"Merluccius merluccius","pelagic",NA,552.027,115186,"TL",1.0462928,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.31359695812437,0.0452532499896174,11.6543034920811,43.448055
"Merluccius merluccius","pelagic",NA,545.856,121203,"TL",1.0281886,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.30235520469664,0.0277986132407083,11.7052221047863,43.448055
"Merluccius merluccius","pelagic",NA,535.886,77364,"TL",1.0311815,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28392145188264,0.0307052322181417,11.2562768350986,43.448055
"Merluccius merluccius","pelagic",NA,526.865,119484,"TL",1.0341764,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26694434874207,0.033605361148931,11.6909377501761,43.448055
"Merluccius merluccius","pelagic",NA,531.613,140115,"TL",1.05077,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27591578101713,0.049523228745261,11.8502187929751,43.448055
"Merluccius merluccius","pelagic",NA,525.916,119484,"TL",1.0650789,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26514150416748,0.0630488809243092,11.6909377501761,43.448055
"Merluccius merluccius","pelagic",NA,527.814,238968,"TL",1.0741284,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26874394891638,0.0715095420133996,12.384084930736,43.448055
"Merluccius merluccius","pelagic",NA,532.088,140115,"TL",1.0809218,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27680888919617,0.0778141956148446,11.8502187929751,43.448055
"Merluccius merluccius","pelagic",NA,531.613,140115,"TL",1.0952423,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27591578101713,0.090975617328792,11.8502187929751,43.448055
"Merluccius merluccius","pelagic",NA,531.138,172779,"TL",1.105794,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27502187448281,0.100563628971001,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,530.663,172779,"TL",1.1140844,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27412716816461,0.108032901651378,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,521.168,234670,"TL",1.0974804,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25607244658916,0.093017007037788,12.3659355509166,43.448055
"Merluccius merluccius","pelagic",NA,535.411,207163,"TL",1.1246478,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28303467626182,0.117469919974118,12.2412612019931,43.448055
"Merluccius merluccius","pelagic",NA,541.583,301719,"TL",1.123154,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29449633262685,0.1161407990348,12.6172513996309,43.448055
"Merluccius merluccius","pelagic",NA,541.583,301719,"TL",1.1321992,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29449633262685,0.124161936031231,12.6172513996309,43.448055
"Merluccius merluccius","pelagic",NA,535.886,77364,"TL",1.1465081,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28392145188264,0.13672088827124,11.2562768350986,43.448055
"Merluccius merluccius","pelagic",NA,542.532,301719,"TL",1.1540606,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29624706985011,0.143286679705415,12.6172513996309,43.448055
"Merluccius merluccius","pelagic",NA,536.36,77364,"TL",1.1608308,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28480557741144,0.14913595566106,11.2562768350986,43.448055
"Merluccius merluccius","pelagic",NA,531.138,172779,"TL",1.1691106,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.27502187448281,0.156243288793057,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,521.643,234670,"TL",1.1653206,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25698344586487,0.152996242292026,12.3659355509166,43.448055
"Merluccius merluccius","pelagic",NA,514.047,248424,"TL",1.16455,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24231470096353,0.152334746303279,12.4228922427317,43.448055
"Merluccius merluccius","pelagic",NA,505.976,171060,"TL",1.1705621,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22648923733255,0.157484060791822,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,505.501,95416,"TL",1.1577469,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22555001669794,0.146475788767711,11.4660015582585,43.448055
"Merluccius merluccius","pelagic",NA,491.259,58453,"TL",1.1479163,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.19697148362634,0.137948385831689,10.9759782915027,43.448055
"Merluccius merluccius","pelagic",NA,511.198,171060,"TL",1.1351466,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.2367569906926,0.126761805588139,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,526.391,119484,"TL",1.1412106,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26604428260051,0.132089628782349,11.6909377501761,43.448055
"Merluccius merluccius","pelagic",NA,524.966,176218,"TL",1.1314083,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.26333349858972,0.123463139943849,12.0794771439068,43.448055
"Merluccius merluccius","pelagic",NA,522.118,234670,"TL",1.118588,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.25789361597621,0.112067175652475,12.3659355509166,43.448055
"Merluccius merluccius","pelagic",NA,505.976,171060,"TL",1.1019691,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22648923733255,0.0970986704101919,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,511.673,171060,"TL",1.1140422,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23768574912675,0.107995022295685,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,505.501,95416,"TL",1.1117671,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22555001669794,0.105950731446215,11.4660015582585,43.448055
"Merluccius merluccius","pelagic",NA,506.451,171060,"TL",1.1238295,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22742757665944,0.116742049573889,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,511.673,171060,"TL",1.1336402,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23768574912675,0.125433871009741,12.0497696511348,43.448055
"Merluccius merluccius","pelagic",NA,580.987,159885,"TL",0.9815332,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.36472838138644,-0.0186394400608279,11.9822100857913,43.448055
"Merluccius merluccius","pelagic",NA,576.24,110888,"TL",0.9837839,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.35652424058111,-0.0163490198696683,11.6162759618932,43.448055
"Merluccius merluccius","pelagic",NA,570.068,61032,"TL",1.0161822,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.34575565195874,0.0160526637871222,11.0191535957701,43.448055
"Merluccius merluccius","pelagic",NA,566.745,158166,"TL",1.0252201,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.3399094671167,0.0249073212461355,11.971400393392,43.448055
"Merluccius merluccius","pelagic",NA,560.573,68768,"TL",1.0214375,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32895947488799,0.0212109488711397,11.1384937994422,43.448055
"Merluccius merluccius","pelagic",NA,561.048,172779,"TL",1.0139009,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.32980646335985,0.0138051686375083,12.0597686001892,43.448055
"Merluccius merluccius","pelagic",NA,543.007,212321,"TL",1.0417501,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29712221119523,0.0409020873127418,12.2658545594268,43.448055
"Merluccius merluccius","pelagic",NA,535.411,207163,"TL",1.0379644,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28303467626182,0.0372614874310806,12.2412612019931,43.448055
"Merluccius merluccius","pelagic",NA,536.36,77364,"TL",1.0681172,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28480557741144,0.0658974723449636,11.2562768350986,43.448055
"Merluccius merluccius","pelagic",NA,541.108,256160,"TL",1.0824494,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.29361888923723,0.0792264361530287,12.4535575282305,43.448055
"Merluccius merluccius","pelagic",NA,536.835,77364,"TL",1.0583193,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.28569078472422,0.0566820837461131,11.2562768350986,43.448055
