"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","Fecundity_nOfEggs_per_female","typeOfWork_Fecundity","timeToFecundityMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnFecundity","absLatitude"
"Sebastes alutus","internal brooding",NA,370,"TL",34500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.91350300563827,10.4487146030195,58.016798
"Sebastes alutus","internal brooding",NA,390,"TL",34500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.96614673912369,10.4487146030195,58.016798
"Sebastes alutus","internal brooding",NA,350,"TL",44500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.85793315448346,10.7032444681543,58.016798
"Sebastes alutus","internal brooding",NA,370,"TL",44500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.91350300563827,10.7032444681543,58.016798
"Sebastes alutus","internal brooding",NA,390,"TL",44500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.96614673912369,10.7032444681543,58.016798
"Sebastes alutus","internal brooding",NA,390,"TL",54500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.96614673912369,10.9059559806513,58.016798
"Sebastes alutus","internal brooding",NA,390,"TL",64500,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.96614673912369,11.0744205027839,58.016798
"Sebastes alutus","internal brooding",NA,320,"TL",27000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",5.76832099579377,10.2035921449865,56.87587
"Sebastes alutus","internal brooding",NA,340,"TL",41000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",5.82894561761021,10.6213273456864,56.87587
"Sebastes alutus","internal brooding",NA,360,"TL",60000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",5.88610403145016,11.0020998412042,56.87587
"Sebastes alutus","internal brooding",NA,380,"TL",82000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",5.94017125272043,11.3144745262464,56.87587
"Sebastes alutus","internal brooding",NA,400,"TL",106000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",5.99146454710798,11.5711943730942,56.87587
"Sebastes alutus","internal brooding",NA,420,"TL",137000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",6.04025471127741,11.8277362048103,56.87587
"Sebastes alutus","internal brooding",NA,440,"TL",180000,"",NA,"Bering Sea","1963","",FALSE,TRUE,56.87587,-178.137863,"lisovenko_la_1965_bookChapter.pdf",6.08677472691231,12.1007121298723,56.87587
"Sebastes alutus","internal brooding",NA,280,"TL",10000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.63478960316925,9.21034037197618,58.016798
"Sebastes alutus","internal brooding",NA,300,"TL",15000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.7037824746562,9.61580548008435,58.016798
"Sebastes alutus","internal brooding",NA,320,"TL",21000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.76832099579377,9.95227771670556,58.016798
"Sebastes alutus","internal brooding",NA,340,"TL",29000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.82894561761021,10.2750511089686,58.016798
"Sebastes alutus","internal brooding",NA,360,"TL",39000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.88610403145016,10.5713169251118,58.016798
"Sebastes alutus","internal brooding",NA,380,"TL",52000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.94017125272043,10.8589989975636,58.016798
"Sebastes alutus","internal brooding",NA,400,"TL",68000,"",NA,"Gulf of Alaska","1962 Januray - March","",FALSE,TRUE,58.016798,-142.404851,"lisovenko_la_1965_bookChapter.pdf",5.99146454710798,11.1272629841582,58.016798
"Sebastes alutus","internal brooding",NA,320,"TL",33000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",5.76832099579377,10.4042628404486,49.282916
"Sebastes alutus","internal brooding",NA,340,"TL",53000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",5.82894561761021,10.8780471925343,49.282916
"Sebastes alutus","internal brooding",NA,360,"TL",75000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",5.88610403145016,11.2252433925184,49.282916
"Sebastes alutus","internal brooding",NA,380,"TL",108000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",5.94017125272043,11.5898865061064,49.282916
"Sebastes alutus","internal brooding",NA,400,"TL",147000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",5.99146454710798,11.8981878657609,49.282916
"Sebastes alutus","internal brooding",NA,420,"TL",201000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",6.04025471127741,12.2110601870412,49.282916
"Sebastes alutus","internal brooding",NA,440,"TL",270000,"",NA,"Vancouver Island","1969","",FALSE,TRUE,49.282916,-126.290904,"lisovenko_la_1965_bookChapter.pdf",6.08677472691231,12.5061772379805,49.282916
"Sebastes atrovirens","internal brooding",NA,275.08,"TL",107552,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.61706196445164,11.5857297305248,35.984647
"Sebastes atrovirens","internal brooding",NA,280.05,"TL",141839,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.63496815865584,11.8624478905258,35.984647
"Sebastes atrovirens","internal brooding",NA,285.2,"TL",85718,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.65319068854014,11.3588181175374,35.984647
"Sebastes atrovirens","internal brooding",NA,290.07,"TL",189065,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.67012227316357,12.1498461502604,35.984647
"Sebastes atrovirens","internal brooding",NA,289.98,"TL",441259,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.66981195508505,12.9973872836222,35.984647
"Sebastes atrovirens","internal brooding",NA,300.18,"TL",231558,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.70438229472817,12.3525856610853,35.984647
"Sebastes atrovirens","internal brooding",NA,305.15,"TL",156160,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.7208034589905,11.9586364016469,35.984647
"Sebastes atrovirens","internal brooding",NA,315.17,"TL",225896,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.75311217578907,12.3278299953493,35.984647
"Sebastes atrovirens","internal brooding",NA,315.26,"TL",259876,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.7533976951984,12.4679598731568,35.984647
"Sebastes atrovirens","internal brooding",NA,309.93,"TL",311190,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.73634646552946,12.648158937094,35.984647
"Sebastes atrovirens","internal brooding",NA,309.84,"TL",528987,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.7360560352065,13.1787191358693,35.984647
"Sebastes atrovirens","internal brooding",NA,315.17,"TL",67927,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.75311217578907,11.126188878101,35.984647
"Sebastes atrovirens","internal brooding",NA,315.36,"TL",142432,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.75371484340441,11.8666199718156,35.984647
"Sebastes atrovirens","internal brooding",NA,325.01,"TL",191275,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.78385595108714,12.1614674621001,35.984647
"Sebastes atrovirens","internal brooding",NA,325.2,"TL",252404,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.78444037767366,12.4387862573842,35.984647
"Sebastes atrovirens","internal brooding",NA,327.31,"TL",254296,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.79090773404987,12.4462542218331,35.984647
"Sebastes atrovirens","internal brooding",NA,330.44,"TL",236697,"Field",NA,"Central California, United States","2003 - 2006","25",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.8004250996943,12.3745361211505,35.984647
"Sebastes auriculatus","internal brooding",NA,311,"TL",51619,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.73979291217923,10.8516451007487,47.585286
"Sebastes auriculatus","internal brooding",NA,358,"TL",151231,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.8805329864007,11.9265637481675,47.585286
"Sebastes auriculatus","internal brooding",NA,364,"TL",112073,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.89715386763674,11.6269057236715,47.585286
"Sebastes auriculatus","internal brooding",NA,366,"TL",127720,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.90263333340137,11.7575956468287,47.585286
"Sebastes auriculatus","internal brooding",NA,369,"TL",152845,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.91079664404053,11.937179614975,47.585286
"Sebastes auriculatus","internal brooding",NA,384,"TL",116990,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.95064255258773,11.6698437400416,47.585286
"Sebastes auriculatus","internal brooding",NA,398,"TL",185347,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.98645200528444,12.1299850228531,47.585286
"Sebastes auriculatus","internal brooding",NA,411,"TL",160590,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.01859321449623,11.9866098120555,47.585286
"Sebastes auriculatus","internal brooding",NA,415,"TL",169328,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.0282785202307,12.0395929413335,47.585286
"Sebastes auriculatus","internal brooding",NA,432,"TL",302515,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.06842558824411,12.6198861420005,47.585286
"Sebastes auriculatus","internal brooding",NA,436,"TL",170333,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.07764224334903,12.0455106235687,47.585286
"Sebastes auriculatus","internal brooding",NA,438,"TL",231218,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.08221891037645,12.3511162674211,47.585286
"Sebastes auriculatus","internal brooding",NA,456,"TL",264214,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.12249280951439,12.4845146598254,47.585286
"Sebastes auriculatus","internal brooding",NA,468,"TL",319966,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.14846829591765,12.675970019131,47.585286
"Sebastes auriculatus","internal brooding",NA,477,"TL",338540,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.16751649088834,12.7323975327431,47.585286
"Sebastes auriculatus","internal brooding",NA,325,"TL",99788,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.78382518232974,11.5108032145891,47.585286
"Sebastes auriculatus","internal brooding",NA,326,"TL",171364,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.78689738136671,12.0515452280795,47.585286
"Sebastes auriculatus","internal brooding",NA,337,"TL",149343,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.82008293035236,11.9140009527768,47.585286
"Sebastes auriculatus","internal brooding",NA,365,"TL",131019,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.89989735358249,11.7830976298342,47.585286
"Sebastes auriculatus","internal brooding",NA,375,"TL",168015,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.92692602597041,12.0318085401139,47.585286
"Sebastes auriculatus","internal brooding",NA,376,"TL",112086,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.92958914338989,11.6270217127686,47.585286
"Sebastes auriculatus","internal brooding",NA,377,"TL",165510,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.93224518744801,12.0167868949346,47.585286
"Sebastes auriculatus","internal brooding",NA,378,"TL",181219,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.93489419561959,12.1074615236061,47.585286
"Sebastes auriculatus","internal brooding",NA,381,"TL",112812,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.9427993751267,11.6334779953666,47.585286
"Sebastes auriculatus","internal brooding",NA,387,"TL",130626,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.95842469302978,11.7800935571743,47.585286
"Sebastes auriculatus","internal brooding",NA,392,"TL",180361,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.97126183979046,12.1027156769863,47.585286
"Sebastes auriculatus","internal brooding",NA,395,"TL",120731,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.97888576490112,11.7013202092375,47.585286
"Sebastes auriculatus","internal brooding",NA,401,"TL",218592,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.99396142730657,12.2949622575316,47.585286
"Sebastes auriculatus","internal brooding",NA,409,"TL",211966,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.0137151560428,12.2641811634338,47.585286
"Sebastes auriculatus","internal brooding",NA,414,"TL",212018,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.02586597382531,12.2644264557102,47.585286
"Sebastes auriculatus","internal brooding",NA,415,"TL",265128,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.0282785202307,12.4879680072202,47.585286
"Sebastes auriculatus","internal brooding",NA,430,"TL",250821,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.06378520868761,12.432494816293,47.585286
"Sebastes auriculatus","internal brooding",NA,440,"TL",259209,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.08677472691231,12.4653899650797,47.585286
"Sebastes auriculatus","internal brooding",NA,456,"TL",319446,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.12249280951439,12.6743435244307,47.585286
"Sebastes auriculatus","internal brooding",NA,472,"TL",276558,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.15697898558556,12.5301758428656,47.585286
"Sebastes carnatus","internal brooding",NA,265.09,"TL",77671,"Field",NA,"Central California, United States","2003 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.58006939096902,11.2602372363147,35.984647
"Sebastes carnatus","internal brooding",NA,264.76,"TL",91730,"Field",NA,"Central California, United States","2003 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.57882375525072,11.4266047585037,35.984647
"Sebastes carnatus","internal brooding",NA,279.94,"TL",106611,"Field",NA,"Central California, United States","2004 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.6345752944925,11.5769419748836,35.984647
"Sebastes carnatus","internal brooding",NA,271.74,"TL",128574,"Field",NA,"Central California, United States","2005 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.60484572679618,11.7642598930511,35.984647
"Sebastes carnatus","internal brooding",NA,274.95,"TL",155944,"Field",NA,"Central California, United States","2006 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.61658926295382,11.957252247426,35.984647
"Sebastes carnatus","internal brooding",NA,280.76,"TL",140701,"Field",NA,"Central California, United States","2007 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.63750021186222,11.8543923503978,35.984647
"Sebastes carnatus","internal brooding",NA,284.19,"TL",151451,"Field",NA,"Central California, United States","2008 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.64964302855555,11.9280174192728,35.984647
"Sebastes carnatus","internal brooding",NA,289.91,"TL",192955,"Field",NA,"Central California, United States","2009 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.66957052998601,12.1702122800791,35.984647
"Sebastes carnatus","internal brooding",NA,299.83,"TL",181700,"Field",NA,"Central California, United States","2010 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.7032156473733,12.1101122543843,35.984647
"Sebastes carnatus","internal brooding",NA,299.86,"TL",236038,"Field",NA,"Central California, United States","2011 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.70331569906676,12.3717480879951,35.984647
"Sebastes carnatus","internal brooding",NA,339.65,"TL",197606,"Field",NA,"Central California, United States","2012 - 2006","28",TRUE,TRUE,35.984647,-122.302257,"sogard_sm_2008_m360_227.pdf",5.82791567563731,12.1940304282074,35.984647
"Sebastes caurinus","internal brooding",NA,251,"TL",20636,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.52545293913178,9.93479240236454,47.585286
"Sebastes caurinus","internal brooding",NA,279,"TL",24504,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.63121178182137,10.1065916485126,47.585286
"Sebastes caurinus","internal brooding",NA,358,"TL",123469,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.8805329864007,11.7237453913956,47.585286
"Sebastes caurinus","internal brooding",NA,399,"TL",326261,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.98896141688986,12.6954529535257,47.585286
"Sebastes caurinus","internal brooding",NA,405,"TL",308747,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.00388706710654,12.6402774502779,47.585286
"Sebastes caurinus","internal brooding",NA,425,"TL",355186,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.05208916892442,12.780396874909,47.585286
"Sebastes caurinus","internal brooding",NA,459,"TL",424386,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.12905021006055,12.9583986974305,47.585286
"Sebastes caurinus","internal brooding",NA,465,"TL",311529,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.14203740558736,12.6492477107896,47.585286
"Sebastes caurinus","internal brooding",NA,482,"TL",546854,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.1779441140506,13.2119371353567,47.585286
"Sebastes caurinus","internal brooding",NA,487,"TL",573155,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.18826412308259,13.2589114652249,47.585286
"Sebastes caurinus","internal brooding",NA,512,"TL",597542,"",NA,"Port Orchard, Puget Sound, Washington, United States","1959","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.23832462503951,13.3005798532044,47.585286
"Sebastes caurinus","internal brooding",NA,242,"TL",15642,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.48893772615669,9.65771488316156,47.585286
"Sebastes caurinus","internal brooding",NA,281,"TL",22260,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.63835466933375,10.0105466248295,47.585286
"Sebastes caurinus","internal brooding",NA,305,"TL",67193,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.72031177660741,11.1153243544189,47.585286
"Sebastes caurinus","internal brooding",NA,307,"TL",18227,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.7268477475872,9.81065929022493,47.585286
"Sebastes caurinus","internal brooding",NA,330,"TL",83402,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.79909265446053,11.3314275688747,47.585286
"Sebastes caurinus","internal brooding",NA,363,"TL",171792,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.89440283426485,12.0540397216739,47.585286
"Sebastes caurinus","internal brooding",NA,387,"TL",287420,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.95842469302978,12.5686998396282,47.585286
"Sebastes caurinus","internal brooding",NA,395,"TL",336870,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.97888576490112,12.7274523782347,47.585286
"Sebastes caurinus","internal brooding",NA,398,"TL",266468,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.98645200528444,12.4930094403315,47.585286
"Sebastes caurinus","internal brooding",NA,400,"TL",279672,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",5.99146454710798,12.5413727669212,47.585286
"Sebastes caurinus","internal brooding",NA,414,"TL",393921,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.02586597382531,12.8839056605615,47.585286
"Sebastes caurinus","internal brooding",NA,426,"TL",256955,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.05443934626937,12.4566562512698,47.585286
"Sebastes caurinus","internal brooding",NA,439,"TL",472188,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.08449941307517,13.06513249035,47.585286
"Sebastes caurinus","internal brooding",NA,442,"TL",250728,"",NA,"Port Orchard, Puget Sound, Washington, United States","1960","",FALSE,TRUE,47.585286,-122.579601,"delacy_a_1964_w2_51.pdf",6.0913098820777,12.4321239651855,47.585286
