"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","Fecundity_nOfEggs_per_female","typeOfWork_Fecundity","timeToFecundityMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnFecundity","absLatitude"
"Gasterosteus aculeatus","demersal",NA,58.93,"SL",259,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07635029884982,5.55682806169954,52.408778
"Gasterosteus aculeatus","demersal",NA,58.89,"SL",256,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07567129695648,5.54517744447956,52.408778
"Gasterosteus aculeatus","demersal",NA,58.88,"SL",249,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07550147442062,5.51745289646471,52.408778
"Gasterosteus aculeatus","demersal",NA,58.88,"SL",246,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07550147442062,5.50533153593236,52.408778
"Gasterosteus aculeatus","demersal",NA,58.88,"SL",238,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07550147442062,5.47227067367148,52.408778
"Gasterosteus aculeatus","demersal",NA,58.93,"SL",226,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07635029884982,5.42053499927229,52.408778
"Gasterosteus aculeatus","demersal",NA,58.93,"SL",224,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.07635029884982,5.41164605185504,52.408778
"Gasterosteus aculeatus","demersal",NA,57.82,"SL",258,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.0573347365882,5.55295958492162,52.408778
"Gasterosteus aculeatus","demersal",NA,57.87,"SL",253,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05819911558575,5.53338948872752,52.408778
"Gasterosteus aculeatus","demersal",NA,57.82,"SL",249,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.0573347365882,5.51745289646471,52.408778
"Gasterosteus aculeatus","demersal",NA,57.86,"SL",240,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05802629954799,5.48063892334199,52.408778
"Gasterosteus aculeatus","demersal",NA,57.86,"SL",235,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05802629954799,5.45958551414416,52.408778
"Gasterosteus aculeatus","demersal",NA,57.86,"SL",217,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05802629954799,5.37989735354046,52.408778
"Gasterosteus aculeatus","demersal",NA,57.9,"SL",192,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05871738457895,5.25749537202778,52.408778
"Gasterosteus aculeatus","demersal",NA,57.9,"SL",172,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.05871738457895,5.14749447681345,52.408778
"Gasterosteus aculeatus","demersal",NA,56.93,"SL",230,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04182244296299,5.4380793089232,52.408778
"Gasterosteus aculeatus","demersal",NA,56.85,"SL",243,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04041622019655,5.49306144334055,52.408778
"Gasterosteus aculeatus","demersal",NA,56.89,"SL",225,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04111957876256,5.41610040220442,52.408778
"Gasterosteus aculeatus","demersal",NA,56.89,"SL",221,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04111957876256,5.39816270151775,52.408778
"Gasterosteus aculeatus","demersal",NA,56.89,"SL",217,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04111957876256,5.37989735354046,52.408778
"Gasterosteus aculeatus","demersal",NA,56.89,"SL",213,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04111957876256,5.36129216570943,52.408778
"Gasterosteus aculeatus","demersal",NA,56.93,"SL",202,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.04182244296299,5.30826769740121,52.408778
"Gasterosteus aculeatus","demersal",NA,55.87,"SL",232,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.02302756347106,5.44673737166631,52.408778
"Gasterosteus aculeatus","demersal",NA,55.87,"SL",227,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.02302756347106,5.4249500174814,52.408778
"Gasterosteus aculeatus","demersal",NA,55.82,"SL",218,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.02213222810818,5.38449506278909,52.408778
"Gasterosteus aculeatus","demersal",NA,55.87,"SL",209,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.02302756347106,5.34233425196481,52.408778
"Gasterosteus aculeatus","demersal",NA,53.92,"SL",229,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98750146660405,5.43372200355424,52.408778
"Gasterosteus aculeatus","demersal",NA,53.92,"SL",227,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98750146660405,5.4249500174814,52.408778
"Gasterosteus aculeatus","demersal",NA,53.92,"SL",223,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98750146660405,5.40717177146012,52.408778
"Gasterosteus aculeatus","demersal",NA,53.87,"SL",213,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98657373669244,5.36129216570943,52.408778
"Gasterosteus aculeatus","demersal",NA,53.87,"SL",210,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98657373669244,5.34710753071747,52.408778
"Gasterosteus aculeatus","demersal",NA,54.93,"SL",186,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",4.00605964735453,5.2257466737132,52.408778
"Gasterosteus aculeatus","demersal",NA,51.92,"SL",217,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94970407239583,5.37989735354046,52.408778
"Gasterosteus aculeatus","demersal",NA,51.92,"SL",206,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94970407239583,5.32787616878958,52.408778
"Gasterosteus aculeatus","demersal",NA,50.95,"SL",208,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.93084475966873,5.33753807970132,52.408778
"Gasterosteus aculeatus","demersal",NA,53.91,"SL",153,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98731598946358,5.03043792139244,52.408778
"Gasterosteus aculeatus","demersal",NA,53.91,"SL",144,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.98731598946358,4.969813299576,52.408778
"Gasterosteus aculeatus","demersal",NA,52.93,"SL",127,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.9689702858699,4.84418708645859,52.408778
"Gasterosteus aculeatus","demersal",NA,52.88,"SL",121,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.96802519554343,4.79579054559674,52.408778
"Gasterosteus aculeatus","demersal",NA,51.92,"SL",174,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94970407239583,5.15905529921453,52.408778
"Gasterosteus aculeatus","demersal",NA,51.96,"SL",170,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.9504741918024,5.13579843705026,52.408778
"Gasterosteus aculeatus","demersal",NA,51.92,"SL",167,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94970407239583,5.11799381241676,52.408778
"Gasterosteus aculeatus","demersal",NA,51.91,"SL",164,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94951144983914,5.0998664278242,52.408778
"Gasterosteus aculeatus","demersal",NA,51.91,"SL",149,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94951144983914,5.00394630594546,52.408778
"Gasterosteus aculeatus","demersal",NA,51.91,"SL",146,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.94951144983914,4.98360662170834,52.408778
"Gasterosteus aculeatus","demersal",NA,50.98,"SL",152,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.93143339894797,5.02388052084628,52.408778
"Gasterosteus aculeatus","demersal",NA,51.95,"SL",118,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.95028171754524,4.77068462446567,52.408778
"Gasterosteus aculeatus","demersal",NA,50.93,"SL",125,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.93045214089651,4.8283137373023,52.408778
"Gasterosteus aculeatus","demersal",NA,49.91,"SL",124,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.91022138348152,4.82028156560504,52.408778
"Gasterosteus aculeatus","demersal",NA,48.85,"SL",128,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.88875437848879,4.85203026391962,52.408778
"Gasterosteus aculeatus","demersal",NA,48.85,"SL",117,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.88875437848879,4.76217393479776,52.408778
"Gasterosteus aculeatus","demersal",NA,47.83,"SL",125,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.86765305769221,4.8283137373023,52.408778
"Gasterosteus aculeatus","demersal",NA,47.92,"SL",120,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.86953295380719,4.78749174278205,52.408778
"Gasterosteus aculeatus","demersal",NA,47.96,"SL",114,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.87036733015931,4.7361984483945,52.408778
"Gasterosteus aculeatus","demersal",NA,46.95,"SL",151,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.84908320565427,5.01727983681492,52.408778
"Gasterosteus aculeatus","demersal",NA,46.9,"SL",143,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.84801767545223,4.96284463025991,52.408778
"Gasterosteus aculeatus","demersal",NA,46.99,"SL",107,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.84993481311472,4.67282883446191,52.408778
"Gasterosteus aculeatus","demersal",NA,46.94,"SL",99,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.84887019042288,4.59511985013459,52.408778
"Gasterosteus aculeatus","demersal",NA,46.94,"SL",96,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.84887019042288,4.56434819146784,52.408778
"Gasterosteus aculeatus","demersal",NA,43.93,"SL",126,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.78259745798769,4.83628190695148,52.408778
"Gasterosteus aculeatus","demersal",NA,43.84,"SL",123,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.78054664263976,4.81218435537242,52.408778
"Gasterosteus aculeatus","demersal",NA,45.92,"SL",94,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.82690075201131,4.54329478227,52.408778
"Gasterosteus aculeatus","demersal",NA,45.97,"SL",85,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.82798900981814,4.44265125649032,52.408778
"Gasterosteus aculeatus","demersal",NA,43.93,"SL",102,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.78259745798769,4.62497281328427,52.408778
"Gasterosteus aculeatus","demersal",NA,44.95,"SL",93,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.80555076091763,4.53259949315326,52.408778
"Gasterosteus aculeatus","demersal",NA,44.86,"SL",77,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.80354652909206,4.34380542185368,52.408778
"Gasterosteus aculeatus","demersal",NA,44.9,"SL",70,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.80443779474821,4.24849524204936,52.408778
"Gasterosteus aculeatus","demersal",NA,42.95,"SL",77,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.76003664843026,4.34380542185368,52.408778
"Gasterosteus aculeatus","demersal",NA,42.95,"SL",70,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.76003664843026,4.24849524204936,52.408778
"Gasterosteus aculeatus","demersal",NA,43.04,"SL",60,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.76212991585353,4.0943445622221,52.408778
"Gasterosteus aculeatus","demersal",NA,41.98,"SL",80,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.73719331439249,4.38202663467388,52.408778
"Gasterosteus aculeatus","demersal",NA,41.89,"SL",77,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.73504713495894,4.34380542185368,52.408778
"Gasterosteus aculeatus","demersal",NA,41.93,"SL",70,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.73600156118267,4.24849524204936,52.408778
"Gasterosteus aculeatus","demersal",NA,39.98,"SL",94,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.68837932907225,4.54329478227,52.408778
"Gasterosteus aculeatus","demersal",NA,39.98,"SL",89,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.68837932907225,4.48863636973214,52.408778
"Gasterosteus aculeatus","demersal",NA,39.94,"SL",83,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.68737832798767,4.4188406077966,52.408778
"Gasterosteus aculeatus","demersal",NA,40.95,"SL",59,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.71235181029908,4.07753744390572,52.408778
"Gasterosteus aculeatus","demersal",NA,40.91,"SL",56,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.71137453194131,4.02535169073515,52.408778
"Gasterosteus aculeatus","demersal",NA,40.03,"SL",72,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.68962917300448,4.27666611901606,52.408778
"Gasterosteus aculeatus","demersal",NA,39.98,"SL",67,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.68837932907225,4.20469261939097,52.408778
"Gasterosteus aculeatus","demersal",NA,38.92,"SL",84,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.6615082573178,4.43081679884331,52.408778
"Gasterosteus aculeatus","demersal",NA,37.94,"SL",52,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.63600596450687,3.95124371858143,52.408778
"Gasterosteus aculeatus","demersal",NA,35.95,"SL",76,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.58212908416706,4.33073334028633,52.408778
"Gasterosteus aculeatus","demersal",NA,33.91,"SL",52,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.52370995613755,3.95124371858143,52.408778
"Gasterosteus aculeatus","demersal",NA,33.91,"SL",48,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.52370995613755,3.87120101090789,52.408778
"Gasterosteus aculeatus","demersal",NA,32.85,"SL",72,"Field/Lab",NA,"River Rheidol near Aberystwyth, UK","Before 1973","",FALSE,TRUE,52.408778,-4.095732,"wootton_rj_1973_j5_683.pdf",3.49195174493062,4.27666611901606,52.408778
"Mugil cephalus","pelagic",NA,320,"TL",450000,"",NA,"Negombo  Lagoon, Sri Lanka","1977 September - 1978 August","",FALSE,TRUE,7.154702,79.849041,"silva_eil_1981_j19_1.pdf",5.76832099579377,13.0170028617465,7.154702
"Mugil cephalus","pelagic",NA,560,"TL",4800000,"",NA,"Negombo  Lagoon, Sri Lanka","1977 September - 1978 August","",FALSE,TRUE,7.154702,79.849041,"silva_eil_1981_j19_1.pdf",6.32793678372919,15.3841264758781,7.154702
"Mugil cephalus","pelagic",NA,232.68,"SL",259000,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.44966411904256,12.4645833406817,29.708216
"Mugil cephalus","pelagic",NA,238.23,"SL",371600,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.47323659357523,12.8255732859218,29.708216
"Mugil cephalus","pelagic",NA,247.4,"SL",397400,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.51100645995839,12.8926986090999,29.708216
"Mugil cephalus","pelagic",NA,252.88,"SL",302200,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.53291506790736,12.6188443288208,29.708216
"Mugil cephalus","pelagic",NA,262.33,"SL",4e+05,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.56960325318826,12.8992198260901,29.708216
"Mugil cephalus","pelagic",NA,262.61,"SL",465800,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.57067004187479,13.0515116364324,29.708216
"Mugil cephalus","pelagic",NA,264.44,"SL",569700,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.57761438246538,13.2528651854685,29.708216
"Mugil cephalus","pelagic",NA,268.18,"SL",550800,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.5916583968515,13.2191270458366,29.708216
"Mugil cephalus","pelagic",NA,268.67,"SL",491500,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.59348386070944,13.1052172185694,29.708216
"Mugil cephalus","pelagic",NA,267.6,"SL",436300,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.58949332825407,12.9860853591117,29.708216
"Mugil cephalus","pelagic",NA,278.05,"SL",339200,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.62780095363357,12.7343451828999,29.708216
"Mugil cephalus","pelagic",NA,278.02,"SL",430300,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.62769305354895,12.9722379188267,29.708216
"Mugil cephalus","pelagic",NA,275.82,"SL",493900,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.61974847904619,13.1100883465287,29.708216
"Mugil cephalus","pelagic",NA,277.66,"SL",546900,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.62639734360666,13.2120212493349,29.708216
"Mugil cephalus","pelagic",NA,274.07,"SL",601900,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.61338354821258,13.3078465975359,29.708216
"Mugil cephalus","pelagic",NA,274.97,"SL",676200,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.61666200080663,13.4242441692559,29.708216
"Mugil cephalus","pelagic",NA,283.52,"SL",695600,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.64728266741672,13.4525300614623,29.708216
