Species,eggDiameter_mm,eggDryWeight_mg,method,ReferencePdf,obs,dataSource,Year,Location,Latitude,Longitude
Pleuronectes platessa,1.8999,0.2793,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9073,0.2792,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9035,0.2902,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9123,0.2977,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9173,0.2991,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9306,0.2863,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9508,0.2835,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9438,0.2904,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9682,0.2985,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9325,0.316,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,1.9832,0.3183,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Pleuronectes platessa,2.0467,0.2837,oven dried/formaldehyde preserved,rijnsdorp_ad_1991_i48_253.pdf,,Egg size/egg dry weight Figure 10 p 269; location/date p 254 paragraph 7,1982-1985,North Sea,56.493882,3.517118
Solea solea,1.411,0.1237,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.412,0.1251,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.444,0.1299,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.404,0.1212,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.386,0.1209,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.446,0.1279,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.385,0.1365,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.408,0.1159,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.384,0.1244,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.381,0.125,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.319,0.1115,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.325,0.081,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
Solea solea,1.368,0.1003,desiccated,devauchelle_n_1987_a66_125.pdf,"converted values - 650 eggs per samples, measured in grams",Egg size/egg dry weight Table 8 p 136; location/date p 126 paragraph 2,1976 October,"Bay of Brest, Brest, France",48.311473,-4.646147
